transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,type
XCBY807B2E49BL,4749161925932703003,brizzi,"Rina Simanjuntak, S.Ked",F,1986,T21,Palem Semi - Bundaran Senayan,0.0,B00221P,Bundaran Senayan 1,-6.227445,106.80187,11,2023-04-18 19:34:33,B00222P,Bundaran Senayan 2,-6.227877,106.80068,12.0,2023-04-18 20:52:38,20000.0,RoyalTrans
OBJB580Y7M64MC,342543475347247,emoney,"T. Narji Usada, M.TI.",M,1978,M10,PGC 2 - Tanjung Priok,0.0,P00055,Enggano,-6.11015,106.89242,20,2023-04-18 21:25:13,P00248,Tanjung Priok,-6.10959,106.88214,21.0,2023-04-18 22:46:09,3500.0,BRT
IWSR842G4W55WI,6573313022751813,dki,Jaya Padmasari,M,1984,JAK.22,Dwikora - Penas Kalimalang,1.0,B04983P,Simpang Mandala Maphalindo,-6.249189,106.89108,10,2023-04-18 19:03:58,B02115P,Lapangan Bola Danu Setiawan,-6.252242,106.89466,14.0,2023-04-18 20:29:53,0.0,Jaklingo
GRCJ670J2R32TZ,573942256138,flazz,Xanana Hartati,M,1981,8,Lebak Bulus - Pasar Baru via Tomang,1.0,P00054,Duri Kepa,-6.185266,106.76842,11,2023-04-18 19:19:54,P00108,Kebon Jeruk,-6.194311,106.76887,12.0,2023-04-18 20:16:10,3500.0,BRT
FESM545O4G88AC,2647723044055343,dki,Saadat Halimah,M,1986,JAK.74,Terminal Rawamangun - Cipinang Muara,1.0,B05458P,St. Klender 2,-6.213433,106.89787,12,2023-04-18 21:37:40,B05321P,SMKN 50,-6.228003,106.89039,18.0,2023-04-18 22:56:20,0.0,Jaklingo
EGTC173U7V04DP,60404498697,flazz,Sutan Imam Nasyidah,M,1989,JAK.11,Tanah Abang - Kebayoran Lama,1.0,B00876P,Jln. Asshofa Raya,-6.213287,106.78166,16,2023-04-18 20:26:40,B04380P,Sbr. Sekolah Bethel,-6.196189,106.80484,33.0,2023-04-18 21:29:51,0.0,Jaklingo
WQQJ464O4Q45QR,2720946153421739,dki,Kasiyah Lestari,F,2007,JIS3,Harmoni - Jakarta International Stadium,1.0,P00114,Kemayoran Landas Pacu Timur,-6.152181,106.85424,9,2023-04-18 21:41:40,P00046,Danau Agung,-6.146869,106.85805,10.0,2023-04-18 23:13:45,3500.0,Non-BRT
KQDC017S2F98ES,4298112060738897946,brizzi,Karen Zulaika,M,1970,JAK.44,Andara - Stasiun Universitas Pancasila,0.0,B06833P,Jln. Raya Lenteng Agung,-6.335654,106.83535,40,2023-04-18 21:53:24,B05515P,St. Univ. Pancasila Jak Lingko,-6.338987,106.83458,42.0,2023-04-18 22:52:33,0.0,Jaklingo
EZOD390E0S62QZ,4224452028283146,dki,drg. Imam Adriansyah,F,1982,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,1.0,B06667P,Kodim 0505 2,-6.212305,106.94717,2,2023-04-18 21:01:45,B00368P,Flyover Radin Inten 1,-6.216112,106.92439,8.0,2023-04-18 22:18:46,0.0,Non-BRT
PHQW253D2A54IN,4544982061905141,dki,Aisyah Nasyidah,F,1991,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,1.0,P00116,Kota Harapan Indah 1,-6.193598,106.97335,20,2023-04-18 21:14:31,B01479P,Jln. Permata Indah 8,-6.182805,106.98805,41.0,2023-04-18 22:33:06,0.0,Jaklingo
BDHY102V3D57YU,4629225227158,online,Fathonah Nainggolan,F,1992,8E,Bintaro - Blok M,1.0,B00349P,Flyover Bintaro,-6.25748,106.76478,23,2023-04-18 20:05:55,B05403P,SPBU Bintaro Pondok Betung,-6.261488,106.75659,29.0,2023-04-18 21:44:56,3500.0,Non-BRT
HYCO796G6R96TS,213199263446000,emoney,Nadine Farida,M,1997,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,B00968P,Jln. Busika Raya Ciracas,-6.330017,106.87304,12,2023-04-18 19:18:11,B05708P,Term. Kampung Rambutan,-6.308964,106.88165,29.0,2023-04-18 20:54:56,0.0,Jaklingo
SSXK829K4U86SK,36862448099508,bni,Raisa Wibisono,F,2004,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B01322P,Jln. Limo Grogol Utara,-6.22506,106.77851,40,2023-04-18 20:30:10,B03944P,Sbr. Kimia Farma Grogol Utara,-6.226678,106.77849,41.0,2023-04-18 21:56:28,0.0,Jaklingo
TVVN899E1F06CJ,4861975056603973,dki,Kiandra Farida,F,1995,6U,Blok M - Pasar Minggu,1.0,B00693P,Grand Pasar Minggu,-6.290648,106.84236,5,2023-04-18 19:40:04,B05899P,Wolter Monginsidi,-6.238799,106.81376,23.0,2023-04-18 21:23:28,3500.0,Non-BRT
VNJU986D5Q80RV,4631523226967560,dki,H. Eka Gunarto,M,1973,JAK.48B,Stasiun Tebet - Kampung Melayu,1.0,B01994P,Klinik Otista,-6.227394,106.86709,4,2023-04-18 19:53:30,B00358P,Flyover Kampung Melayu,-6.22506,106.86483,5.0,2023-04-18 21:00:04,0.0,Jaklingo
MPEM937R2Q80NK,346754681244542,emoney,Maryadi Haryanto,M,1968,JAK.03,Lebak Bulus - Andara,1.0,B04694P,Simpang Adiaksa,-6.298247,106.77454,19,2023-04-18 17:45:32,B00838P,Jln. Adiaksa II,-6.291913,106.78024,21.0,2023-04-18 18:59:54,0.0,Jaklingo
RUCB796Z5V21ZG,213148974212458,emoney,Gaman Prasetyo,F,1987,5M,Kampung Melayu - Tanah Abang via Cikini,1.0,B02425P,Sbr. Kanisius,-6.185519,106.83586,12,2023-04-18 21:03:54,B05236P,Slamet Riyadi 2,-6.207639,106.85911,26.0,2023-04-18 22:04:59,3500.0,Non-BRT
CYEW205B0Q77QU,30596212770078,bni,Tgk. Gamani Nuraini,M,1984,M13,Puri Beta 2 - Tendean,0.0,P00136,Mayestik,-6.241921,106.79077,8,2023-04-18 20:11:50,P00259,Tirtayasa,-6.239207,106.80777,10.0,2023-04-18 21:12:42,3500.0,BRT
LNVQ833H5D51II,30471438544758,bni,Siti Rahayu,F,1975,JAK.38,Bulak Ringin - Kampung Rambutan,1.0,B04092P,Sbr. MI Attarbiyatuddiniyah,-6.358301,106.87415,42,2023-04-18 21:37:14,B02512P,Mushola Al Muhajirin Cibubur,-6.360526,106.87535,43.0,2023-04-18 22:59:55,0.0,Jaklingo
FYEL046K7P78KA,4331844486345,online,R.A. Malika Hasanah,F,2012,JAK.19,Pinang Ranti - Kampung Rambutan,1.0,B05130P,Simpang Rukun 2,-6.308207,106.91766,14,2023-04-18 18:34:04,B01689P,Jln. Tpa II,-6.296656,106.89723,43.0,2023-04-18 20:20:38,0.0,Jaklingo
CZJS529J0O27EH,4192676882444533975,brizzi,"R. Legawa Yuliarti, S.Psi",F,1996,9N,Pinang Ranti - Pramuka,1.0,P00064,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-18 20:36:47,P00179,Pinang Ranti,-6.291075,106.88634,2.0,2023-04-18 22:12:09,3500.0,Non-BRT
NIMH157Z9T03XC,213108112882307,emoney,R.M. Rafi Puspita,M,1966,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,1.0,B02347P,Masjid Jami Fathurrahman Ciracas,-6.318244,106.87303,3,2023-04-18 17:03:42,B01911P,Kel. Ciracas,-6.328805,106.8775,15.0,2023-04-18 18:10:25,0.0,Jaklingo
WGJK852K3Y94YU,4455385206351091343,brizzi,Hendra Lazuardi,F,1980,2P,Gondangdia - Senen,0.0,B00390P,Gambir 3,-6.178796,106.83095,5,2023-04-18 17:02:11,B03201P,RSPAD 3,-6.175462,106.83922,11.0,2023-04-18 18:05:41,3500.0,Non-BRT
LRLD515O2H49LH,4113704079015924,dki,Daru Hardiansyah,M,1960,6N,Ragunan - Blok M via Kemang,1.0,B04582P,Sbr. Villa Ampera,-6.273031,106.81562,13,2023-04-18 18:52:58,B00038P,Ampera 4,-6.291345,106.8172,19.0,2023-04-18 19:52:01,3500.0,Non-BRT
XPJU177V4E81PC,575724437786,flazz,Upik Maheswara,F,2009,11N,Rusun Cipinang Muara - Jatinegara,0.0,B00791P,Imigrasi Jaktim 1,-6.214787,106.88182,8,2023-04-18 18:29:49,B05350P,SMPN 14,-6.214718,106.86485,14.0,2023-04-18 19:40:14,0.0,Non-BRT
POVN398R7G37YD,3542465875351169,dki,Carla Waskita,F,1986,9D,Pasar Minggu - Tanah Abang,1.0,B05715P,Term. Pasar Minggu,-6.283048,106.84371,0,2023-04-18 21:43:23,B02893P,PMI,-6.241288,106.8351,16.0,2023-04-18 23:41:46,3500.0,Non-BRT
IOTT337K1L94YM,30482544684347,bni,Aurora Rahayu,F,2000,R1A,Pantai Maju - Kota,0.0,B00377P,Fresh Market PIK,-6.1029,106.74123,5,2023-04-18 21:17:58,B06659P,Polsek Penjaringan,-6.125179,106.80118,29.0,2023-04-18 23:01:41,3500.0,Non-BRT
EYWZ419N7G21UN,571979859337,flazz,Queen Tarihoran,M,1983,5,Matraman Baru - Ancol,0.0,P00142,Pal Putih,-6.184631,106.84402,7,2023-04-18 19:54:42,P00021,Budi Utomo,-6.166063,106.83906,9.0,2023-04-18 21:26:02,3500.0,BRT
RTYT542N6E08FO,4965463575651342140,brizzi,Mutia Marbun,F,2006,3B,Rusun Flamboyan - Cengkareng,1.0,B04136P,Sbr. Ps. Cengkareng,-6.151851,106.72708,1,2023-04-18 18:04:47,B03041P,Puskesmas Cengkareng,-6.144546,106.72866,4.0,2023-04-18 19:10:08,0.0,Non-BRT
AGXK740Y4X07HW,4128076101888382603,brizzi,"Perkasa Purnawati, S.Gz",F,1971,JAK.50,Kalideres - Puri Kembangan,0.0,B01142P,Jln. H. Selong Duri Kosambi,-6.171865,106.72212,27,2023-04-18 19:39:41,B02663P,Ps. Pisang Rawa Buaya,-6.156887,106.72783,37.0,2023-04-18 20:46:44,0.0,Jaklingo
JAHH488U3T28TY,180004593186475,emoney,"Hardi Nuraini, S.Pt",F,1982,7D,Pancoran - Kampung Rambutan,0.0,P00145,Pancoran Tugu Arah Barat,-6.2433,106.84388,0,2023-04-18 20:30:55,B03883P,Sbr. Jembatan Pintu Satu,-6.300665,106.88386,11.0,2023-04-18 22:18:51,3500.0,Non-BRT
EBXF692L9Y50PS,2225718394811808,dki,Pangeran Sudiati,F,1990,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,0.0,B04365P,Sbr. SDN Pulo Gebang 20,-6.208103,106.95923,11,2023-04-18 19:46:08,B06260P,Gg. Damai,-6.196948,106.9559,17.0,2023-04-18 20:52:00,0.0,Jaklingo
ZWHS932W4V84MK,575273480229,flazz,Harimurti Purnawati,F,1996,9A,PGC 2 - Grogol 2,1.0,P00281,Slipi Petamburan Arah Selatan,-6.201948,106.79998,4,2023-04-18 20:20:47,P00144,Pancoran Barat Arah Timur,-6.241571,106.83808,10.0,2023-04-18 21:36:33,3500.0,Non-BRT
LWMV445W7I52AQ,630470696539,flazz,"Jaswadi Padmasari, S.E.I",F,1993,6D,Stasiun Tebet - Karet via Underpass,0.0,B01834P,Karet Pedurenan 2,-6.221462,106.82109,14,2023-04-18 21:47:32,B03396P,Kota Kasablanka,-6.224688,106.84246,20.0,2023-04-18 23:07:42,3500.0,Non-BRT
DKPQ251N4N06XS,4228391009711723,dki,Nurul Hartati,M,2008,12F,Rusun Marunda - Rusun Waduk Pluit,1.0,B06292P,Gg. Elektro,-6.114359,106.80286,1,2023-04-18 18:06:59,B05530P,STIP,-6.104402,106.95904,10.0,2023-04-18 19:01:01,0.0,Non-BRT
SDGH977E0H40DA,5164263631970030,dki,dr. Kamaria Najmudin,M,1981,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,1.0,B04937P,Simpang Kepu Kesadaran,-6.181283,106.91461,3,2023-04-18 17:50:50,B02022P,Komplek BKN Sumur Batu,-6.161675,106.87164,43.0,2023-04-18 19:17:08,0.0,Jaklingo
AXOK975P0V97YI,3569356789042960,dki,Daliono Kurniawan,F,1986,B14,Bekasi Barat - Kuningan,0.0,B02103P,Kuningan Madya 2,-6.213358,106.83027,13,2023-04-18 21:03:26,B02411P,Menara Duta,-6.208617,106.82986,14.0,2023-04-18 22:12:14,20000.0,RoyalTrans
XYBM976P7R92WH,6011627303030500,dki,drg. Azalea Pranowo,F,2004,11K,Rusun Komarudin - Penggilingan,1.0,P00169,Penggilingan,-6.214132,106.93961,0,2023-04-18 18:54:35,B03281P,Rusun Komarudin,-6.208781,106.94252,1.0,2023-04-18 19:57:26,0.0,Non-BRT
FOPZ264A6U08LK,30297544751882,bni,Halima Pangestu,F,1993,2F,Rusun Cakung Barat - Pulo Gadung,0.0,P00258,Tipar Cakung,-6.183387,106.92463,2,2023-04-18 21:16:01,B03267P,Rusun Cakung Barat Albo,-6.16751,106.93243,6.0,2023-04-18 23:08:54,0.0,Non-BRT
DFCX322I4Q33QT,4837447905158177016,brizzi,Halim Siregar,F,1987,1K,Cibubur Junction - Blok M,0.0,B05544P,Summitmas,-6.225826,106.80402,6,2023-04-18 17:52:43,P00112,Kejaksaan Agung,-6.2405,106.79844,8.0,2023-04-18 19:38:03,20000.0,RoyalTrans
RXYK098O5I73LP,4393424535509774814,brizzi,"Ratih Nurdiyanti, M.Pd",M,2008,1T,Cibubur - Balai Kota,0.0,B02863P,Plaza Indonesia,-6.193733,106.8228,11,2023-04-18 18:01:41,B00102P,Balai Kota 1,-6.180598,106.82847,16.0,2023-04-18 18:53:14,20000.0,RoyalTrans
IIGQ944E6Z46GP,180040603003177,emoney,Kairav Hartati,M,1976,JAK.15,Bulak Turi - Tanjung Priok,1.0,B03893P,Sbr. Kebantenan IX,-6.108601,106.93245,28,2023-04-18 21:20:13,B00207P,Bulak Turi,-6.104952,106.97016,42.0,2023-04-18 23:09:54,0.0,Jaklingo
AHUG772S8N22ZY,4476550221067536122,brizzi,Dalima Hariyah,M,1974,JIS3,Harmoni - Jakarta International Stadium,1.0,B04789P,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,11,2023-04-18 21:53:16,B01745P,Jembatan Item,-6.130078,106.85492,13.0,2023-04-18 22:51:20,3500.0,Non-BRT
XDCH347S5V30JI,4612175181278450,dki,Mahmud Haryanti,M,1965,JAK.24,Senen - Pulo Gadung via Kelapa Gading,0.0,B04462P,Sbr. SMPN 10,-6.163653,106.86516,44,2023-04-18 21:10:09,B05725P,Term. Senen,-6.17356,106.84213,50.0,2023-04-18 23:07:10,0.0,Jaklingo
GDZB806P5U99SX,4725775400524,online,Darmana Gunawan,F,1993,11M,Rusun Rawa Bebek - Bukit Duri,0.0,P00174,Perumnas Klender,-6.216689,106.93054,3,2023-04-18 21:16:49,P00020,Buaran,-6.215132,106.91768,5.0,2023-04-18 22:44:33,0.0,Non-BRT
HFGX236J9E21FG,213146115464780,emoney,Cornelia Kuswandari,F,1979,JAK.14,Tanah Abang - Meruya,0.0,B02812P,Perumahan Perwira Mabad,-6.20261,106.78274,32,2023-04-18 21:34:26,B05936P,YPI Al Huda Kb. Jeruk,-6.202423,106.76924,43.0,2023-04-18 22:36:58,0.0,Jaklingo
CJMY122Y3W51AC,6011538949512787,dki,"Calista Hastuti, S.Kom",M,1995,JAK.29,Tanjung Priok - Sukapura,1.0,B04762P,Simpang Cendrawasih Hybrida Terusan,-6.14975,106.92309,50,2023-04-18 19:25:28,B05942P,Gading Orchard,-6.14963,106.92147,51.0,2023-04-18 20:33:49,0.0,Jaklingo
ZSYJ736Z7R41KM,3533955956389840,dki,Damu Siregar,F,1994,JAK.49,Lebak Bulus - Cipulir,1.0,B03652P,Sbr. Jln. Beo,-6.256595,106.75966,24,2023-04-18 19:24:12,B00813P,ITC Cipulir,-6.237701,106.76515,53.0,2023-04-18 20:38:11,0.0,Jaklingo
GEDS261I6U31MV,5250092671931114,dki,Kenzie Pranowo,F,1956,JAK.32,Lebak Bulus - Petukangan,0.0,B05933P,Yon Arhanud - 10 Pesanggrahan,-6.258076,106.75626,26,2023-04-18 20:03:41,B01361P,Jln. Manunggal II Petukangan,-6.245931,106.7519,39.0,2023-04-18 21:15:02,0.0,Jaklingo
SCWQ125U7S67FH,4739532514157439,dki,"Widya Hastuti, S.Kom",F,1996,5F,Kampung Melayu - Tanah Abang,1.0,B05695P,Telkom Tebet,-6.224064,106.8516,20,2023-04-18 20:21:48,B01805P,Kampung Melayu Kecil,-6.22499,106.86306,22.0,2023-04-18 22:10:34,3500.0,Non-BRT
KNLJ159Y0K60VT,348056817539268,emoney,Ibrahim Padmasari,F,2009,2,Pulo Gadung - Monas,1.0,P00122,Kwitang,-6.181051,106.83866,3,2023-04-18 20:18:20,P00207,RS Islam,-6.168676,106.87027,9.0,2023-04-18 22:09:45,3500.0,BRT
HTZV850W1Y31LF,372186852282778,emoney,Uli Suartini,F,2012,1T,Cibubur - Balai Kota,1.0,B03313P,MH Thamrin 1,-6.188081,106.82317,4,2023-04-18 18:15:56,B00226P,Buperta Cibubur,-6.370321,106.89628,14.0,2023-04-18 19:56:11,20000.0,RoyalTrans
CVKL919B1Y25ID,30146000910179,bni,Dina Pratiwi,M,1988,S11,BSD - Jelambar,1.0,B05903P,WTC Matahari 2,-6.266719,106.65469,17,2023-04-18 20:34:54,B06063P,Polsek BSD,-6.296063,106.68131,25.0,2023-04-18 21:26:44,3500.0,Non-BRT
NXKI317W5W64TM,4489337334208780658,brizzi,Irma Nababan,M,2003,10D,Kampung Rambutan - Tanjung Priok,0.0,P00196,Pulo Mas Bypass,-6.176953,106.876,9,2023-04-18 17:35:31,P00060,Flyover Raya Bogor,-6.3065,106.8657,15.0,2023-04-18 19:08:55,3500.0,Non-BRT
OXFM621W9I08OC,3565528607360162,dki,"Endra Lestari, S.Psi",F,2004,4C,TU Gas - Bundaran Senayan,1.0,B05432P,St. Cikini Selatan,-6.200967,106.84287,11,2023-04-18 20:06:29,P00188,Pramuka BPKP,-6.192192,106.87401,19.0,2023-04-18 21:58:06,3500.0,Non-BRT
FJOI493N5H03FH,3529812024069001,dki,Citra Lestari,F,2010,10H,Tanjung Priok - Blok M,0.0,P00161,Pecenongan,-6.16771,106.82819,6,2023-04-18 17:52:30,P00026,Bundaran Senayan,-6.227869,106.80094,14.0,2023-04-18 19:09:12,3500.0,Non-BRT
ICSL962W1R49KS,2273899076950287,dki,"Maida Suryono, S.Gz",F,2011,12B,Pluit - Senen,0.0,P00092,Jembatan Merah,-6.146731,106.83427,21,2023-04-18 21:18:39,B05725P,Term. Senen,-6.17356,106.84213,24.0,2023-04-18 23:07:51,3500.0,Non-BRT
VDCI538R0P74AX,4956673008776,online,"R. Wage Aryani, M.Kom.",F,1991,JAK.01,Tanjung Priok - Plumpang,1.0,B02891P,Plumpang Pertamina 1,-6.127927,106.89336,4,2023-04-18 18:15:13,B02993P,PTT,-6.109953,106.88381,29.0,2023-04-18 20:11:19,0.0,Jaklingo
VXOY743U2V14SY,213100436673249,emoney,Ir. Siti Waskita,F,2002,JAK.110A,Rusun Marunda - Terminal Terpadu Pulo Gebang,0.0,B04445P,Sbr. SMK Malahayati Marunda,-6.124292,106.95707,16,2023-04-18 18:15:52,B03424P,SDN Rorotan 03,-6.144153,106.95627,32.0,2023-04-18 20:14:36,0.0,Jaklingo
MJLV547H3D78QI,6543676226758108,dki,Kairav Rajasa,F,2002,5N,Kampung Melayu - Ragunan,1.0,B02781P,Pertigaan Pejaten Barat,-6.275464,106.82066,29,2023-04-18 21:21:46,B00243P,Cervino Village,-6.224355,106.85165,58.0,2023-04-18 22:12:55,3500.0,Non-BRT
UCZC539G6K59UV,4034493214627498,dki,Elon Wibowo,M,1980,JAK.30,Grogol - Meruya via Roxy,1.0,B03723P,Sbr. Jln. H. Sanusi Taming,-6.18466,106.77777,45,2023-04-18 17:12:18,B05048P,Simpang Ps. Patra 2,-6.182981,106.77982,47.0,2023-04-18 18:22:32,0.0,Jaklingo
DSSW801H6E08QX,3502084149637283,dki,R. Murti Uyainah,F,2005,6B,Ragunan - MH Thamrin via Semanggi,1.0,P00273,Warung Jati,-6.262364,106.82977,9,2023-04-18 21:34:21,P00048,Departemen Pertanian,-6.294641,106.82213,14.0,2023-04-18 23:20:45,3500.0,Non-BRT
QMGX314B8U18ZL,676283044227,flazz,Keisha Handayani,M,1984,6P,Cibubur - Kuningan,0.0,B01963P,Kemenkes 2,-6.2287,106.83302,6,2023-04-18 20:19:26,B00664P,GOR Sumantri 2,-6.221038,106.83189,9.0,2023-04-18 22:04:35,20000.0,RoyalTrans
DUUO362G5L93ZJ,4792312628110344784,brizzi,drg. Okta Sitorus,F,2007,3C,Rusun Kapuk Muara - Penjaringan,1.0,P00170,Penjaringan,-6.126306,106.79203,0,2023-04-18 19:49:44,B03277P,Rusun Kapuk Muara,-6.135667,106.76299,1.0,2023-04-18 20:54:24,0.0,Non-BRT
ASGJ229D8F81PI,4421630797854,online,"Luthfi Habibi, S.H.",M,1977,S21,Ciputat - CSW,1.0,B02096P,Kramat Pela,-6.249958,106.79544,3,2023-04-18 20:39:08,B02162P,LPP RRI 2,-6.252092,106.79141,5.0,2023-04-18 21:54:07,3500.0,Non-BRT
XAVS222E8G91ZU,4586454154379245,dki,Latika Yuliarti,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,B02155P,Satrio 6,-6.222992,106.82306,14,2023-04-18 17:46:39,B03012P,Puri Casablanca,-6.225081,106.8384,18.0,2023-04-18 19:34:28,0.0,Jaklingo
GBYR170K1O02ML,30310358800206,bni,Legawa Oktaviani,F,1985,B14,Bekasi Barat - Kuningan,0.0,B02103P,Kuningan Madya 2,-6.213358,106.83027,13,2023-04-18 18:05:35,B02411P,Menara Duta,-6.208617,106.82986,14.0,2023-04-18 19:02:45,20000.0,RoyalTrans
KSQC387S9H22JC,2243068249815945,dki,Kemba Sihombing,M,1961,7C,Cibubur - BKN,0.0,B00248P,Cibubur Junction,-6.368735,106.89366,0,2023-04-18 17:55:11,P00016,BKN,-6.257751,106.87,1.0,2023-04-18 19:38:55,3500.0,Non-BRT
QNIH343Q2U56WS,6595765906487927,dki,Oliva Maheswara,M,1989,M1H,Tanah Abang - St. Gondangdia,1.0,B00825P,Jak Lingko Tanah Abang 2,-6.183885,106.81165,0,2023-04-18 18:32:10,B00304P,Dewan Pers,-6.182996,106.82709,8.0,2023-04-18 19:29:55,3500.0,BRT
PNPA282R6H42DH,213169323959862,emoney,Najib Gunawan,M,1975,S21,Ciputat - CSW,1.0,B03033P,Pusdiklat Kemenag 2,-6.312209,106.75252,25,2023-04-18 18:13:03,B02600P,Ps. Ciputat,-6.315627,106.74688,26.0,2023-04-18 19:46:23,3500.0,Non-BRT
ZXOZ176S9J97OF,2254018175787390,dki,"Nardi Natsir, S.I.Kom",M,2007,JAK.71,Kampung Rambutan - Pinang Ranti,1.0,B03774P,Sbr. Jln. Man 2,-6.300742,106.88071,11,2023-04-18 20:27:10,B02525P,Mutiara Pulo Dukuh,-6.302629,106.87781,16.0,2023-04-18 21:39:24,0.0,Jaklingo
HYOD910P9P14MQ,4885706111446864,dki,Drs. Lasmanto Wacana,F,1987,JAK.08,Roxy - Benhil,1.0,B01787P,JPO Blok G,-6.188861,106.81135,21,2023-04-18 21:31:43,B04537P,Sbr. Taman Tulang Bawang,-6.176908,106.80858,28.0,2023-04-18 23:01:36,0.0,Jaklingo
BDNW886I3X49WO,180057326497940,emoney,Marwata Najmudin,F,2009,4F,Pinang Ranti - Pulo Gadung,1.0,B00645P,Giant Pondok Gede 1,-6.278286,106.91327,36,2023-04-18 18:06:35,B02667P,Ps. Pondok Gede,-6.285665,106.91158,38.0,2023-04-18 18:57:22,3500.0,Non-BRT
UGUA762O9S11DM,180050480653705,emoney,"Drs. Siska Firmansyah, M.M.",F,1983,JAK.41,Kampung Melayu - Pulo Gadung,1.0,B01167P,Jln. Jatinegara Timur II,-6.218464,106.87018,32,2023-04-18 21:46:18,B01323P,Jln. Limo Jatinegara Timur,-6.223388,106.86808,38.0,2023-04-18 22:44:40,0.0,Jaklingo
KPIO060N5X33DM,4071577362475,online,Jaeman Natsir,F,1991,11C,Rusun Pinus Elok - Rusun Pulo Gebang,0.0,B00555P,Gg. Sawo 2,-6.201669,106.93518,3,2023-04-18 18:07:32,B02851P,Pintu Masuk PIK 2,-6.203882,106.93521,4.0,2023-04-18 19:53:50,0.0,Non-BRT
WPHS892A2E47WD,4097703851248718064,brizzi,Maimunah Thamrin,F,1997,2B,Harapan Indah - ASMI,0.0,P00195,Pulo Mas,-6.174736,106.89277,24,2023-04-18 20:33:24,P00005,ASMI,-6.171797,106.8888,25.0,2023-04-18 22:14:28,3500.0,Non-BRT
TLAJ417C4Q99GS,4148347241602606,dki,Luhung Aryani,M,2005,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B03133P,RS Duren Sawit,-6.229777,106.90969,13,2023-04-18 21:13:02,B03953P,Sbr. Klinik Win Medika,-6.22016,106.89843,22.0,2023-04-18 22:35:17,0.0,Jaklingo
BCBI734M4B44VS,2257480643432230,dki,"T. Parman Sinaga, S.H.",M,1992,JAK.32,Lebak Bulus - Petukangan,0.0,B03254P,Ruko Pondok Pinang Centre,-6.27349,106.77388,7,2023-04-18 18:39:40,B05132P,Simpang Sabar Raya 1,-6.24116,106.75245,42.0,2023-04-18 20:00:05,0.0,Jaklingo
UDRK938L7U81GA,5336700906288492,dki,Ibrahim Farida,F,1975,7,Kampung Rambutan - Bidara Cina,1.0,P00247,Tanah Merdeka Arah Timur,-6.307866,106.87389,15,2023-04-18 20:47:32,P00101,Kampung Rambutan,-6.309885,106.88216,16.0,2023-04-18 22:03:40,3500.0,BRT
PNDV609L4C23FO,3536260321802008,dki,Yuliana Haryanto,M,1989,8E,Bintaro - Blok M,0.0,B02759P,Pertamina Bina Medika,-6.253111,106.77389,16,2023-04-18 19:17:58,B03052P,Puskesmas Kel. Gunung,-6.239678,106.79024,26.0,2023-04-18 20:16:52,3500.0,Non-BRT
CURB963B4A41LP,30431553316218,bni,Jane Prayoga,F,2010,JAK.19,Pinang Ranti - Kampung Rambutan,1.0,B05261P,SMAN 113,-6.293268,106.90306,33,2023-04-18 19:31:18,B01091P,Jln. H Mahid,-6.292494,106.88881,52.0,2023-04-18 21:24:57,0.0,Jaklingo
SEXS495I0V70VV,6011309044185857,dki,"drg. Martaka Situmorang, S.Sos",M,1992,9C,Pinang Ranti - Bundaran Senayan,1.0,P00064,Garuda Taman Mini,-6.290154,106.88116,14,2023-04-18 21:06:55,P00179,Pinang Ranti,-6.291075,106.88634,15.0,2023-04-18 22:17:41,3500.0,Non-BRT
WPUH633S1J62JM,30029590639160,bni,Hj. Mala Permata,M,1982,3E,Puri Kembangan - Sentraland Cengkareng,0.0,B05317P,SMKN 42,-6.144079,106.72937,4,2023-04-18 21:40:11,B01896P,Kejaksaan Negeri Jakbar,-6.184648,106.73731,16.0,2023-04-18 23:29:03,3500.0,Non-BRT
PGLB187O9Z07QT,502057680857,flazz,Daru Budiyanto,M,1984,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B01300P,Jln. Kramat IV Rawabinong,-6.299375,106.909219,22,2023-04-18 21:34:35,B03795P,Sbr. Jln. Mini II,-6.308966,106.90774,37.0,2023-04-18 22:34:26,0.0,Jaklingo
NNJN326J5Z74ZI,4491168846978040,dki,Lukita Rajata,F,2011,JAK.13,Tanah Abang - Jembatan Lima,0.0,B04883P,Simpang Jembatan Lima,-6.142897,106.80668,34,2023-04-18 17:42:04,B05045P,Simpang Ps. Pagi,-6.139106,106.811233,39.0,2023-04-18 19:25:21,0.0,Jaklingo
